日期,沪深300,上证指数,恒生指数,标普500,纳斯达克指数,道琼斯工业平均,恒生科技指数,中债国债指数,中债企业债指数,中债信用债指数,中债地方政府债指数,中债国债及政策性银行债指数,南华黄金,南华黑色
2018-06-29,3510.98,2847.42,28955.11,2718.37,7510.3,24271.41,5002.23,175.91,169.91,167.38,131.7,149.88,1111.82,1000.0
2018-07-02,3407.96,2775.56,28750.34,2726.71,7567.69,24307.18,4967.61,176.04,170.12,167.6,131.8,150.06,1114.68,974.73
2018-07-03,3409.28,2786.89,28545.57,2713.22,7502.67,24174.82,4932.99,176.06,170.25,167.74,131.86,150.12,1113.86,975.96
2018-07-04,3363.75,2759.13,28241.67,2724.915,7544.55,24265.78,4770.8,176.02,170.29,167.82,131.86,150.15,1116.94,978.36
2018-07-05,3342.44,2733.88,28182.09,2736.61,7586.43,24356.74,4719.52,176.15,170.45,167.97,131.92,150.32,1117.35,971.62
2018-07-06,3365.12,2747.23,28315.62,2759.82,7688.39,24456.48,4753.34,175.99,170.53,168.03,132.02,150.26,1119.39,972.22
2018-07-09,3459.18,2815.11,28688.5,2784.17,7756.2,24776.59,4887.89,175.91,170.62,168.11,132.09,150.17,1118.78,981.44
2018-07-10,3467.52,2827.63,28682.25,2793.84,7759.2,24919.66,4819.58,175.88,170.65,168.12,132.12,150.09,1114.27,981.11
2018-07-11,3407.53,2777.77,28311.69,2774.02,7716.61,24700.45,4771.11,176.0,170.68,168.13,132.29,150.19,1117.76,985.55
2018-07-12,3481.06,2837.66,28480.83,2798.29,7823.92,24924.89,4945.74,176.03,170.71,168.16,132.3,150.2,1113.86,1002.22
2018-07-13,3492.69,2831.18,28525.44,2801.31,7825.98,25019.41,5008.75,176.32,170.7,168.15,132.46,150.41,1113.04,991.6
2018-07-16,3472.09,2814.04,28539.66,2798.43,7805.72,25064.36,5022.16,176.46,170.84,168.31,132.6,150.57,1114.48,991.32
2018-07-17,3449.38,2798.13,28181.68,2809.55,7855.12,25119.89,4932.65,176.46,170.81,168.32,132.61,150.6,1112.43,991.27
2018-07-18,3431.32,2787.26,28117.42,2815.62,7854.44,25199.29,4906.77,176.58,170.84,168.35,132.66,150.76,1102.19,989.36
2018-07-19,3428.34,2772.55,28010.86,2804.49,7825.3,25064.5,4847.24,176.81,171.04,168.52,132.76,151.0,1107.31,997.1
2018-07-20,3492.89,2829.27,28224.48,2801.83,7820.2,25058.12,4830.53,176.54,171.26,168.71,132.78,150.84,1108.74,1006.55
2018-07-23,3525.75,2859.54,28256.12,2806.98,7841.87,25044.29,4799.09,176.48,171.4,168.86,132.85,150.86,1113.86,1015.83
2018-07-24,3581.71,2905.56,28662.57,2820.4,7840.77,25241.94,4873.02,176.21,171.53,168.96,132.77,150.56,1113.04,1016.01
2018-07-25,3577.75,2903.65,28920.9,2846.07,7932.24,25414.1,4918.92,176.2,171.6,169.04,132.72,150.54,1113.04,1024.81
2018-07-26,3536.25,2882.23,28781.14,2837.44,7852.18,25527.07,4854.27,176.29,171.83,169.19,132.81,150.62,1114.68,1023.57
2018-07-27,3521.23,2873.59,28804.28,2818.82,7737.42,25451.06,4892.27,176.53,171.92,169.29,132.83,150.83,1112.23,1052.9
2018-07-30,3515.08,2869.05,28733.13,2802.6,7630.0,25306.83,4815.94,176.67,172.11,169.45,132.91,150.99,1112.43,1057.26
2018-07-31,3517.66,2876.4,28583.01,2816.29,7671.79,25415.19,4686.55,176.99,172.29,169.63,133.07,151.29,1112.84,1060.36
2018-08-01,3447.39,2824.53,28340.74,2813.36,7707.29,25333.82,4687.49,177.17,172.5,169.79,133.18,151.42,1112.02,1052.53
2018-08-02,3370.96,2768.02,27714.56,2827.22,7802.69,25326.16,4576.89,177.21,172.7,169.97,133.26,151.47,1109.15,1057.92
2018-08-03,3315.28,2740.44,27676.32,2840.35,7812.01,25462.58,4497.4,177.38,172.82,170.08,133.41,151.69,1106.9,1079.4
2018-08-06,3273.27,2705.16,27819.56,2850.4,7859.68,25502.18,4468.66,177.48,173.09,170.28,133.56,151.86,1107.1,1105.03
2018-08-07,3368.87,2779.37,28248.88,2858.45,7883.66,25628.91,4581.21,177.46,173.33,170.45,133.64,151.93,1106.49,1110.78
2018-08-08,3314.51,2744.07,28359.14,2857.7,7888.33,25583.75,4597.0,177.16,173.38,170.47,133.44,151.73,1104.03,1106.18
2018-08-09,3397.53,2794.38,28607.3,2853.58,7891.78,25509.23,4726.44,176.69,173.3,170.34,133.23,151.29,1104.24,1110.67
2018-08-10,3405.02,2795.31,28366.62,2833.28,7839.11,25313.14,4730.61,176.62,173.14,170.16,133.2,151.24,1103.62,1096.62
2018-08-13,3390.34,2785.87,27936.57,2821.93,7819.71,25187.7,4621.48,176.26,173.06,170.08,133.02,150.93,1106.49,1126.0
2018-08-14,3372.91,2780.97,27752.93,2839.96,7870.89,25299.92,4333.8,176.39,172.98,170.04,133.08,151.09,1096.45,1114.91
2018-08-15,3291.98,2723.26,27323.59,2818.37,7774.12,25162.41,4157.61,176.33,173.0,170.11,133.02,151.05,1095.43,1119.41
2018-08-16,3276.73,2705.19,27100.06,2840.69,7806.52,25558.73,4115.83,176.13,172.96,170.05,132.95,150.91,1081.5,1119.5
2018-08-17,3229.62,2668.97,27213.41,2850.13,7816.33,25669.32,4120.63,175.32,172.81,169.9,132.88,150.44,1079.04,1155.8
2018-08-20,3267.25,2698.47,27598.02,2857.05,7821.01,25758.69,4199.03,175.39,172.79,169.89,132.86,150.4,1086.21,1164.68
2018-08-21,3326.65,2733.83,27752.79,2862.96,7859.17,25822.29,4368.6,175.2,172.66,169.82,132.79,150.27,1091.13,1137.9
2018-08-22,3307.95,2714.61,27927.58,2861.82,7889.1,25733.6,4373.03,175.41,172.63,169.83,132.95,150.44,1090.72,1140.27
2018-08-23,3320.03,2724.62,27790.46,2856.98,7878.46,25656.98,4394.84,175.61,172.72,169.92,133.11,150.66,1090.51,1122.2
2018-08-24,3325.33,2729.43,27671.87,2874.69,7945.98,25790.35,4338.29,175.6,172.83,170.01,133.15,150.67,1090.92,1133.17
2018-08-27,3406.57,2780.9,28271.27,2896.74,8017.9,26049.64,4456.74,175.61,172.95,170.09,133.11,150.61,1095.63,1107.38
2018-08-28,3400.17,2777.98,28351.62,2897.52,8030.04,26064.02,4448.97,175.66,172.91,170.06,133.11,150.62,1099.12,1120.28
2018-08-29,3386.57,2769.3,28416.44,2914.04,8109.69,26124.57,4464.8,175.64,172.9,170.06,133.15,150.63,1094.0,1108.19
2018-08-30,3351.09,2737.74,28164.05,2901.13,8088.36,25986.92,4416.56,175.86,172.98,170.12,133.27,150.76,1095.63,1094.54
2018-08-31,3334.5,2725.25,27888.55,2901.52,8109.54,25964.82,4387.95,175.96,173.08,170.19,133.32,150.87,1097.07,1088.78
2018-09-03,3321.82,2720.73,27712.54,2899.12,8100.395,25958.65,4309.32,175.82,173.13,170.24,133.27,150.77,1092.15,1079.62
2018-09-04,3363.9,2750.58,27973.34,2896.72,8091.25,25952.48,4403.18,175.68,173.16,170.26,133.21,150.72,1088.06,1087.08
2018-09-05,3298.14,2704.34,27243.85,2888.6,7995.17,25974.99,4299.75,175.69,173.23,170.31,133.19,150.72,1088.06,1085.36
2018-09-06,3262.88,2691.59,26974.82,2878.05,7922.73,25995.87,4219.89,175.66,173.3,170.32,133.2,150.71,1091.33,1107.91
2018-09-07,3277.64,2702.3,26973.47,2871.68,7902.54,25916.54,4219.85,175.58,173.31,170.32,133.23,150.67,1094.61,1101.32
2018-09-10,3230.07,2669.49,26613.42,2877.13,7924.16,25857.07,4081.53,175.26,173.36,170.36,133.18,150.51,1090.72,1121.96
2018-09-11,3224.21,2664.8,26422.55,2887.89,7972.47,25971.06,4039.7,175.1,173.31,170.33,133.14,150.37,1093.79,1080.03
2018-09-12,3202.02,2656.11,26345.04,2888.92,7954.23,25998.92,4017.13,175.19,173.31,170.33,133.26,150.45,1092.97,1071.94
2018-09-13,3236.57,2686.58,27014.49,2904.18,8013.71,26145.99,4170.23,175.28,173.34,170.38,133.35,150.5,1098.3,1084.05
2018-09-14,3242.09,2681.64,27286.41,2904.98,8010.04,26154.67,4234.91,175.45,173.38,170.41,133.41,150.59,1100.55,1086.58
2018-09-17,3204.92,2651.79,26932.85,2888.8,7895.79,26062.12,4126.91,175.58,173.53,170.51,133.5,150.71,1095.22,1088.21
2018-09-18,3269.43,2699.95,27084.66,2904.31,7956.11,26246.96,4188.19,175.59,173.59,170.57,133.55,150.72,1096.45,1100.87
2018-09-19,3312.48,2730.85,27407.37,2907.95,7950.04,26405.76,4253.18,175.43,173.63,170.59,133.58,150.66,1097.68,1101.14
2018-09-20,3310.13,2729.24,27477.67,2930.75,8028.23,26656.98,4255.39,175.34,173.64,170.59,133.51,150.56,1098.71,1094.14
2018-09-21,3410.49,2797.49,27953.58,2929.67,7986.96,26743.5,4367.26,175.49,173.64,170.61,133.6,150.64,1102.19,1105.02
2018-09-24,3395.145,2789.3149999999996,27499.39,2919.37,7993.25,26562.05,4287.3,175.56,173.685,170.65,133.64499999999998,150.68,1099.935,1095.17
2018-09-25,3379.8,2781.14,27658.129999999997,2915.56,8007.47,26492.21,4313.595,175.63,173.73,170.69,133.69,150.72,1097.68,1085.32
2018-09-26,3417.24,2806.81,27816.87,2905.97,7990.37,26385.28,4339.89,175.81,173.77,170.71,133.71,150.87,1099.32,1085.12
2018-09-27,3403.59,2791.78,27715.67,2914.0,8041.97,26439.93,4325.72,176.02,173.86,170.79,133.71,151.06,1095.43,1072.63
2018-09-28,3438.86,2821.35,27788.52,2913.98,8046.35,26458.31,4341.42,176.12,173.94,170.85,133.77,151.16,1085.19,1066.42
2018-09-29,3420.3650000000002,2808.245,27622.985,2917.516666666667,8043.333333333334,26522.61,4328.2375,176.19,173.96,170.86,133.78,151.21,1087.1100000000001,1068.5675
2018-09-30,3401.87,2795.14,27457.45,2921.0533333333333,8040.316666666667,26586.91,4315.055,176.23,173.95,170.86,133.8,151.24,1089.03,1070.7150000000001
2018-10-01,3383.375,2782.035,27291.915,2924.59,8037.3,26651.21,4301.8724999999995,176.24833333333333,174.0,170.90166666666667,133.81833333333333,151.26000000000002,1090.95,1072.8625
2018-10-02,3364.88,2768.9300000000003,27126.38,2923.43,7999.55,26773.94,4288.69,176.26666666666665,174.04999999999998,170.94333333333336,133.83666666666667,151.28,1092.87,1075.01
2018-10-03,3346.385,2755.8250000000003,27091.26,2925.51,8025.09,26828.39,4293.06,176.285,174.1,170.985,133.85500000000002,151.3,1094.79,1077.1575
2018-10-04,3327.8900000000003,2742.7200000000003,26623.87,2901.61,7879.51,26627.48,4200.48,176.30333333333334,174.15,171.02666666666667,133.87333333333333,151.32000000000002,1096.71,1079.3049999999998
2018-10-05,3309.395,2729.6150000000002,26572.57,2885.57,7788.45,26447.05,4056.44,176.32166666666666,174.2,171.06833333333336,133.89166666666665,151.34,1098.6299999999999,1081.4524999999999
2018-10-08,3290.9,2716.51,26202.57,2884.43,7735.95,26486.78,3918.76,176.34,174.25,171.11,133.91,151.36,1100.55,1083.6
2018-10-09,3288.69,2721.01,26172.91,2880.34,7738.02,26430.57,3902.88,176.37,174.3,171.15,133.94,151.38,1097.48,1105.41
2018-10-10,3281.6,2725.84,26193.07,2785.68,7422.05,25598.74,3863.03,176.44,174.4,171.23,133.97,151.45,1097.48,1119.23
2018-10-11,3124.11,2583.46,25266.37,2728.37,7329.06,25052.83,3590.76,176.79,174.5,171.33,134.1,151.74,1103.83,1117.17
2018-10-12,3170.73,2606.91,25801.49,2767.13,7496.89,25339.99,3745.62,176.83,174.61,171.44,134.18,151.77,1117.76,1133.33
2018-10-15,3126.45,2568.1,25445.06,2750.79,7430.74,25250.55,3689.31,176.83,174.72,171.54,134.22,151.8,1128.0,1126.44
2018-10-16,3100.97,2546.33,25462.26,2809.92,7645.49,25798.42,3707.81,176.89,174.8,171.57,134.27,151.86,1127.59,1120.72
2018-10-17,3118.25,2561.61,25458.405,2809.21,7642.7,25706.68,3710.435,176.92,174.86,171.6,134.31,151.9,1124.52,1148.5
2018-10-18,3044.39,2486.42,25454.55,2768.78,7485.14,25379.45,3713.06,177.16,174.97,171.66,134.42,152.08,1125.54,1122.76
2018-10-19,3134.95,2550.47,25561.4,2767.78,7449.03,25444.34,3741.58,177.28,175.01,171.69,134.48,152.11,1130.87,1107.54
2018-10-22,3270.27,2654.88,26153.15,2755.88,7468.63,25317.41,3850.93,177.19,175.12,171.76,134.53,152.05,1130.05,1124.53
2018-10-23,3183.43,2594.83,25346.55,2740.69,7437.54,25191.43,3689.98,177.26,175.14,171.77,134.58,152.13,1134.55,1125.01
2018-10-24,3188.2,2603.3,25249.78,2656.1,7108.4,24583.42,3613.64,177.5,175.19,171.82,134.67,152.28,1135.37,1146.89
2018-10-25,3194.31,2603.8,24994.46,2705.57,7318.34,24984.55,3509.81,177.65,175.26,171.86,134.73,152.41,1140.9,1149.28
2018-10-26,3173.64,2598.85,24717.63,2658.69,7167.21,24688.31,3418.55,177.71,175.26,171.89,134.78,152.46,1140.08,1153.6
2018-10-29,3076.89,2542.1,24812.04,2641.25,7050.29,24442.92,3388.31,177.96,175.42,172.01,134.99,152.72,1138.24,1135.98
2018-10-30,3110.26,2568.05,24585.53,2682.63,7161.65,24874.64,3352.88,178.1,175.56,172.08,135.02,152.81,1135.78,1142.92
2018-10-31,3153.82,2602.78,24979.69,2711.74,7305.9,25115.76,3488.15,178.15,175.58,172.09,135.03,152.83,1126.15,1133.07
2018-11-01,3177.03,2606.24,25416.0,2740.37,7434.06,25380.74,3633.35,178.24,175.69,172.16,135.06,152.93,1127.79,1112.26
2018-11-02,3290.25,2676.48,26486.35,2723.06,7356.99,25270.83,3916.73,177.95,175.68,172.15,135.06,152.74,1128.24,1106.31
2018-11-05,3262.84,2665.43,25934.39,2738.31,7328.85,25461.7,3824.84,178.04,175.76,172.2,135.11,152.83,1128.65,1118.32
2018-11-06,3243.15,2659.36,26120.96,2755.45,7375.96,25635.01,3820.66,178.2,175.8,172.25,135.19,152.97,1128.94,1102.53
2018-11-07,3221.91,2641.34,26147.69,2813.89,7570.75,26180.3,3836.46,178.52,175.91,172.31,135.28,153.17,1129.79,1097.52
2018-11-08,3212.77,2635.63,26227.72,2806.83,7530.88,26191.22,3782.3,178.6,176.02,172.37,135.33,153.21,1125.76,1105.92
2018-11-09,3167.44,2598.87,25601.92,2781.01,7406.9,25989.3,3714.49,178.66,176.1,172.43,135.4,153.26,1122.94,1099.65
2018-11-12,3205.14,2630.52,25633.18,2726.22,7200.87,25387.18,3701.01,178.75,176.21,172.5,135.47,153.31,1114.28,1084.1
2018-11-13,3237.38,2654.88,25792.87,2722.18,7200.87,25286.49,3737.12,178.9,176.27,172.55,135.53,153.37,1109.84,1078.37
2018-11-14,3204.94,2632.24,25654.43,2701.58,7136.39,25080.5,3711.82,179.5,176.44,172.68,135.74,153.82,1110.04,1094.26
2018-11-15,3242.37,2668.17,26103.34,2730.2,7259.03,25289.27,3814.0,179.84,176.53,172.73,135.81,154.02,1116.29,1095.42
2018-11-16,3257.67,2679.11,26183.53,2736.27,7247.87,25413.22,3853.96,180.39,176.69,172.84,135.93,154.41,1118.1,1102.51
2018-11-19,3294.6,2703.51,26372.0,2690.73,7028.48,25017.44,3897.33,180.42,176.92,173.01,136.0,154.48,1121.13,1096.06
2018-11-20,3218.41,2645.85,25840.34,2641.89,6908.82,24465.64,3753.81,180.18,177.01,173.06,136.04,154.42,1125.36,1071.97
2018-11-21,3226.49,2651.51,25971.47,2649.93,6972.25,24464.69,3806.94,180.31,177.04,173.1,136.11,154.46,1124.15,1074.72
2018-11-22,3214.43,2645.43,26019.41,2641.245,6955.615,24375.32,3788.71,180.22,177.1,173.13,136.11,154.38,1126.77,1067.02
2018-11-23,3143.48,2579.48,25927.68,2632.56,6938.98,24285.95,3725.33,180.09,177.11,173.14,136.14,154.31,1126.77,1032.77
2018-11-26,3141.24,2575.81,26376.18,2673.45,7081.85,24640.24,3753.42,180.03,177.17,173.19,136.21,154.28,1126.16,1002.29
2018-11-27,3137.24,2574.68,26331.96,2682.17,7082.7,24748.73,3780.28,180.09,177.19,173.2,136.23,154.28,1123.74,995.21
2018-11-28,3178.93,2601.74,26682.56,2743.78,7291.59,25366.43,3848.54,180.26,177.26,173.22,136.28,154.38,1118.3,1012.41
2018-11-29,3137.65,2567.44,26451.03,2737.76,7273.08,25338.84,3805.06,180.5,177.29,173.24,136.4,154.57,1126.36,1011.94
2018-11-30,3172.69,2588.19,26506.75,2760.16,7330.54,25538.46,3808.65,180.57,177.37,173.28,136.42,154.6,1125.96,1012.95
2018-12-03,3260.95,2654.8,27182.04,2790.37,7441.51,25826.43,3925.17,180.63,177.46,173.36,136.47,154.69,1121.53,1047.46
2018-12-04,3267.71,2665.96,27260.44,2700.06,7158.43,25027.07,3954.18,181.11,177.5,173.4,136.59,155.06,1121.53,1065.52
2018-12-05,3252.0,2649.81,26819.68,2698.005,7173.345,24987.37,3859.95,181.34,177.73,173.54,136.7,155.19,1123.74,1083.86
2018-12-06,3181.67,2605.18,26156.38,2695.95,7188.26,24947.67,3712.69,181.61,177.75,173.57,136.77,155.33,1127.77,1064.79
2018-12-07,3181.56,2605.89,26063.76,2633.08,6969.25,24388.95,3699.75,181.78,177.86,173.62,136.84,155.44,1129.18,1090.0
2018-12-10,3144.76,2584.58,25752.38,2637.72,7020.52,24423.26,3643.05,182.02,177.98,173.71,136.93,155.68,1140.67,1066.69
2018-12-11,3159.82,2594.09,25771.67,2636.78,7031.83,24370.24,3703.36,182.16,178.04,173.76,136.95,155.73,1138.85,1066.24
2018-12-12,3170.61,2602.15,26186.71,2651.07,7098.31,24527.27,3741.94,182.18,178.09,173.8,136.98,155.78,1133.01,1066.15
2018-12-13,3219.69,2634.05,26524.35,2650.54,7070.33,24597.38,3758.19,181.6,178.05,173.77,136.92,155.33,1131.4,1092.35
2018-12-14,3165.91,2593.74,26094.79,2599.95,6910.67,24100.51,3658.58,181.53,177.98,173.71,136.93,155.24,1129.59,1098.41
2018-12-17,3161.2,2597.97,26087.98,2545.94,6753.73,23592.98,3643.09,181.35,177.98,173.71,136.89,155.06,1128.98,1101.36
2018-12-18,3128.43,2576.65,25814.25,2546.16,6783.91,23675.64,3562.36,181.4,177.89,173.62,136.92,155.11,1135.83,1091.64
2018-12-19,3091.13,2549.56,25865.39,2506.96,6636.83,23323.66,3546.75,181.51,177.91,173.63,136.89,155.28,1138.45,1088.05
2018-12-20,3067.42,2536.27,25623.53,2467.42,6528.41,22859.6,3474.14,181.84,178.03,173.71,137.03,155.56,1136.84,1101.3
2018-12-21,3029.4,2516.25,25753.42,2416.58,6333.0,22445.37,3464.05,181.9,178.09,173.78,137.05,155.56,1147.52,1106.55
2018-12-24,3038.2,2527.01,25651.38,2351.1,6192.92,21792.2,3422.69,181.84,178.15,173.85,137.05,155.54,1150.14,1094.44
2018-12-25,3017.28,2504.82,25593.88,2409.3999999999996,6373.639999999999,22335.325,3410.68,181.91,178.16,173.85,137.06,155.61,1156.78,1070.01
2018-12-26,3002.03,2498.29,25536.38,2467.7,6554.36,22878.45,3398.67,182.06,178.16,173.85,137.09,155.7,1158.4,1076.13
2018-12-27,2990.51,2483.09,25478.88,2488.83,6579.49,23138.82,3386.66,182.35,178.18,173.89,137.19,155.93,1153.56,1073.56
2018-12-28,3010.65,2493.9,25504.2,2485.74,6584.52,23062.4,3416.57,182.82,178.39,174.05,137.43,156.34,1159.81,1078.68
2018-12-29,3000.3725,2486.7475,25618.033333333333,2492.7766666666666,6601.4400000000005,23150.753333333334,3431.186666666667,182.91,178.43,174.09,137.45,156.37,1160.2624999999998,1075.5775
2018-12-30,2990.0950000000003,2479.5950000000003,25731.86666666667,2499.813333333333,6618.36,23239.106666666667,3445.8033333333333,182.92,178.45,174.11,137.46,156.39,1160.715,1072.475
2018-12-31,2979.8175,2472.4425,25845.7,2506.85,6635.28,23327.46,3460.42,182.93,178.48,174.14,137.48,156.4,1161.1675,1069.3725
2019-01-02,2969.54,2465.29,25130.35,2510.03,6665.94,23346.24,3345.09,183.49,178.71,174.32,137.62,156.84,1161.62,1066.27
2019-01-03,2964.84,2464.36,25064.36,2447.89,6463.5,22686.22,3253.45,183.6,178.94,174.49,137.74,157.0,1171.29,1090.67
2019-01-04,3035.87,2514.87,25626.03,2531.94,6738.86,23433.16,3287.17,183.52,179.14,174.65,137.9,156.97,1170.68,1104.35
2019-01-07,3054.3,2533.09,25835.7,2549.69,6823.47,23531.35,3332.8,183.48,179.37,174.86,138.08,157.01,1163.03,1114.57
2019-01-08,3047.7,2526.46,25875.45,2574.41,6897.0,23787.45,3342.75,183.87,179.59,175.01,138.39,157.36,1157.39,1109.32
2019-01-09,3078.48,2544.34,26462.32,2584.96,6957.08,23879.12,3391.37,183.75,179.67,175.12,138.56,157.26,1153.16,1106.89
2019-01-10,3072.69,2535.1,26521.43,2596.64,6986.07,24001.92,3432.06,183.67,179.78,175.19,138.68,157.22,1155.98,1104.91
2019-01-11,3094.78,2553.83,26667.27,2596.26,6971.48,23995.95,3473.03,183.67,179.85,175.23,138.76,157.21,1148.12,1120.03
2019-01-14,3067.78,2535.77,26298.33,2582.61,6905.92,23909.84,3405.57,183.56,179.93,175.26,138.79,157.15,1148.52,1132.34
2019-01-15,3127.99,2570.34,26830.29,2610.3,7023.83,24065.59,3483.19,183.49,179.92,175.26,138.84,157.06,1145.5,1124.73
2019-01-16,3128.65,2570.42,26902.1,2616.1,7034.69,24207.16,3469.33,184.08,180.0,175.31,139.02,157.42,1146.71,1127.64
2019-01-17,3111.42,2559.64,26755.63,2635.96,7084.46,24370.1,3456.78,184.16,180.13,175.39,139.08,157.48,1148.73,1130.91
2019-01-18,3168.17,2596.01,27090.81,2670.71,7157.23,24706.35,3584.82,183.99,180.18,175.45,139.0,157.39,1148.52,1154.25
2019-01-21,3185.64,2610.51,27196.54,2651.8050000000003,7088.795,24555.415,3626.12,183.95,180.22,175.49,138.98,157.33,1141.07,1151.53
2019-01-22,3143.32,2579.7,27005.45,2632.9,7020.36,24404.48,3545.51,183.96,180.21,175.47,138.93,157.32,1141.27,1144.67
2019-01-23,3141.05,2581.0,27008.2,2638.7,7025.77,24575.62,3515.99,183.95,180.22,175.46,138.91,157.31,1142.68,1151.52
2019-01-24,3158.78,2591.69,27120.98,2642.33,7073.46,24553.24,3577.97,183.83,180.21,175.44,138.89,157.25,1141.47,1158.1
2019-01-25,3184.47,2601.72,27569.19,2664.76,7164.86,24737.2,3676.88,183.75,180.19,175.42,138.75,157.12,1139.86,1162.34
2019-01-28,3183.78,2596.98,27576.96,2643.85,7085.68,24528.22,3653.49,183.65,180.25,175.45,138.78,157.06,1150.74,1168.66
2019-01-29,3193.97,2594.25,27531.68,2640.0,7028.29,24579.96,3672.67,183.91,180.27,175.46,138.85,157.23,1154.77,1170.31
2019-01-30,3168.48,2575.58,27642.85,2681.05,7183.08,25014.86,3659.39,184.07,180.35,175.51,138.88,157.43,1158.6,1184.28
2019-01-31,3201.63,2584.57,27942.47,2704.1,7281.74,24999.67,3733.89,184.17,180.45,175.61,138.87,157.55,1159.81,1201.79
2019-02-01,3247.4,2618.23,27930.74,2706.53,7263.87,25063.89,3767.37,184.2,180.55,175.68,138.87,157.59,1165.24,1234.91
2019-02-02,3254.78375,2622.6887500000003,27950.563333333335,2712.6433333333334,7291.76,25122.38333333333,3768.6966666666667,184.3,180.58,175.7,138.91,157.63,1165.01375,1237.53
2019-02-03,3262.1675,2627.1475,27970.386666666665,2718.7566666666667,7319.65,25180.876666666667,3770.023333333333,184.37,180.62,175.73,138.95,157.67,1164.7875,1240.15
2019-02-04,3269.55125,2631.60625,27990.21,2724.87,7347.54,25239.37,3771.35,184.40166666666667,180.66166666666666,175.76666666666665,138.96833333333333,157.70666666666665,1164.56125,1242.77
2019-02-05,3276.935,2636.065,27979.2375,2737.7,7402.08,25411.52,3782.965,184.43333333333334,180.70333333333335,175.8033333333333,138.98666666666665,157.7433333333333,1164.335,1245.3899999999999
2019-02-06,3284.31875,2640.5237500000003,27968.265,2731.61,7375.28,25390.3,3794.58,184.465,180.745,175.84,139.005,157.78,1164.10875,1248.01
2019-02-07,3291.7025,2644.9825,27957.2925,2706.05,7288.35,25169.53,3806.1949999999997,184.49666666666667,180.78666666666666,175.87666666666667,139.02333333333334,157.81666666666666,1163.8825000000002,1250.6299999999999
2019-02-08,3299.08625,2649.44125,27946.32,2707.88,7298.2,25106.33,3817.81,184.52833333333334,180.82833333333335,175.91333333333333,139.04166666666666,157.85333333333332,1163.65625,1253.25
2019-02-11,3306.47,2653.9,28143.84,2709.8,7307.9,25053.11,3940.91,184.56,180.87,175.95,139.06,157.89,1163.43,1255.87
2019-02-12,3330.34,2671.89,28171.33,2744.73,7414.62,25425.76,3962.14,184.62,180.99,176.04,139.08,157.91,1163.83,1244.67
2019-02-13,3397.03,2721.07,28497.59,2753.03,7420.38,25543.27,4077.17,184.68,181.06,176.09,139.06,157.92,1161.42,1222.8
2019-02-14,3402.14,2719.7,28432.05,2745.73,7426.95,25439.39,4070.66,184.64,181.13,176.17,139.04,157.87,1158.8,1225.32
2019-02-15,3338.7,2682.39,27900.84,2775.6,7472.41,25883.25,3926.53,184.61,181.19,176.22,139.06,157.88,1166.86,1205.88
2019-02-18,3445.74,2754.36,28347.01,2777.6800000000003,7479.59,25887.285,4003.89,184.42,181.29,176.28,139.05,157.7,1172.3,1217.64
2019-02-19,3439.61,2755.65,28228.13,2779.76,7486.77,25891.32,3914.04,184.42,181.29,176.28,139.04,157.69,1173.91,1220.77
2019-02-20,3451.93,2761.22,28514.05,2784.7,7489.07,25954.44,3984.52,184.45,181.36,176.32,139.1,157.72,1181.97,1217.78
2019-02-21,3442.71,2751.8,28629.92,2774.88,7459.71,25850.63,4104.76,184.41,181.39,176.33,139.05,157.71,1174.51,1223.91
2019-02-22,3520.12,2804.23,28816.3,2792.67,7527.54,26031.81,4285.36,184.49,181.39,176.32,139.02,157.72,1166.86,1238.62
2019-02-25,3729.48,2961.28,28959.3,2796.11,7554.46,26091.95,4291.08,184.03,181.4,176.34,138.98,157.37,1165.65,1217.74
2019-02-26,3684.69,2941.52,28772.06,2793.9,7549.3,26057.98,4201.32,183.79,181.22,176.17,138.88,157.23,1164.44,1222.93
2019-02-27,3678.39,2953.82,28757.44,2792.38,7554.51,25985.16,4146.89,184.0,181.22,176.16,138.94,157.34,1163.03,1217.24
2019-02-28,3669.37,2940.95,28633.18,2784.49,7532.53,25916.0,4117.32,183.92,181.18,176.16,138.9,157.31,1155.78,1231.23
2019-03-01,3749.71,2994.01,28812.17,2803.69,7595.35,26026.32,4209.58,183.81,181.12,176.13,138.81,157.18,1151.75,1255.92
2019-03-04,3794.1,3027.58,28959.59,2792.81,7577.57,25819.65,4297.55,183.76,181.03,176.08,138.81,157.16,1135.43,1241.11
2019-03-05,3816.01,3054.25,28961.6,2789.65,7576.36,25806.63,4365.98,183.65,180.93,176.05,138.74,157.1,1131.4,1237.05
2019-03-06,3848.09,3102.1,29037.6,2771.45,7505.92,25673.46,4408.52,183.66,180.88,176.02,138.7,157.1,1137.64,1218.76
2019-03-07,3808.85,3106.42,28779.45,2748.93,7421.46,25473.23,4280.85,183.95,180.95,176.07,138.74,157.39,1131.8,1239.2
2019-03-08,3657.58,2969.86,28228.42,2743.07,7408.14,25450.24,4169.68,184.14,181.07,176.16,138.78,157.54,1142.48,1215.69
2019-03-11,3729.95,3026.99,28503.3,2783.3,7558.06,25650.88,4246.39,184.23,181.21,176.25,138.8,157.55,1147.31,1192.37
2019-03-12,3755.35,3060.31,28920.87,2791.52,7591.03,25554.66,4242.32,184.2,181.2,176.25,138.77,157.52,1145.1,1217.13
